Unnamed: 0,Level,Component,EventTemplate,type
,INFO,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,Hadoop
,INFO,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils,Default file system [hdfs://<*>:<*>],Hadoop
,INFO,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,Emitting job history data to the timeline server is not enabled,Hadoop
,INFO,org.apache.hadoop.metrics2.impl.MetricsConfig,loaded properties from hadoop-metrics2.properties,Hadoop
,INFO,org.apache.hadoop.metrics2.impl.MetricsSystemImpl,Scheduled snapshot period at <*> second(s).,Hadoop
,INFO,org.apache.hadoop.metrics2.impl.MetricsSystemImpl,MRAppMaster metrics system started,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Adding job token for job_<*> to jobTokenSecretManager,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Not uberizing job_<*> because: not enabled; too many maps; too much input;,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Input size for job job_<*> = <*>. Number of splits = <*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Number of reduces for job job_<*> = <*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_<*>Job Transitioned from NEW to INITED,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,"MRAppMaster launching normal, non-uberized, multi-container job job_<*>.",Hadoop
,INFO,org.apache.hadoop.ipc.CallQueueManager,Using callQueue class java.util.concurrent.LinkedBlockingQueue,Hadoop
,INFO,org.apache.hadoop.ipc.Server,Starting Socket Reader #<*> for port <*>,Hadoop
,INFO,org.apache.hadoop.yarn.factories.impl.pb.RpcServerFactoryPBImpl,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.client.MRClientService,Instantiated MRClientService at MININT-<*>/<*>:<*>,Hadoop
,INFO,org.apache.hadoop.ipc.Server,IPC Server Responder: starting,Hadoop
,INFO,org.apache.hadoop.ipc.Server,IPC Server listener on <*>: starting,Hadoop
,INFO,org.mortbay.log,Logging to <*>(org.mortbay.log) via <*>,Hadoop
,INFO,org.apache.hadoop.http.HttpRequestLog,Http request log for http.requests.mapreduce is not defined,Hadoop
,INFO,org.apache.hadoop.http.HttpServer2,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),Hadoop
,INFO,org.apache.hadoop.http.HttpServer2,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce,Hadoop
,INFO,org.apache.hadoop.http.HttpServer2,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static,Hadoop
,INFO,org.apache.hadoop.http.HttpServer2,adding path spec: /<*>/*,Hadoop
,INFO,org.apache.hadoop.http.HttpServer2,Jetty bound to port <*>,Hadoop
,INFO,org.mortbay.log,jetty-6.1.26,Hadoop
,INFO,org.mortbay.log,Extract jar:file:<*> to <*>,Hadoop
,INFO,org.mortbay.log,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>:<*>,Hadoop
,INFO,org.apache.hadoop.yarn.webapp.WebApps,Web app /mapreduce started at <*>,Hadoop
,INFO,org.apache.hadoop.yarn.webapp.WebApps,Registered webapp guice modules,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,JOB_CREATE job_<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,nodeBlacklistingEnabled:true,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,maxTaskFailuresPerNode is <*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,blacklistDisablePercent is <*>,Hadoop
,INFO,org.apache.hadoop.yarn.client.RMProxy,Connecting to ResourceManager at <*>/<*>:<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"maxContainerCapability: <memory:<*>, vCores:<*>>",Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,queue: default,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Upper limit on the thread pool size is <*>,Hadoop
,INFO,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,yarn.client.max-cached-nodemanagers-proxies : <*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_<*>Job Transitioned from INITED to SETUP,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Processing the event EventType: JOB_SETUP,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_<*>Job Transitioned from SETUP to RUNNING,Hadoop
,INFO,org.apache.hadoop.yarn.util.RackResolver,Resolved <*> to /default-rack,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_<*> Task Transitioned from NEW to SCHEDULED,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_<*> TaskAttempt Transitioned from NEW to UNASSIGNED,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"mapResourceRequest:<memory:<*>, vCores:<*>>",Hadoop
,INFO,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,"Event Writer setup for JobId: job_<*>, File: hdfs://<*>",Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"reduceResourceRequest:<memory:<*>, vCores:<*>>",Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Before Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_<*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*>> knownNMs=<*>",Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Got allocated containers <*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Assigned container container_<*> to attempt_<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:0 ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,The job-jar file on the remote FS is hdfs://<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,The job-conf file on the remote FS is <*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Adding #<*> tokens and #<*> secret keys for NM use for launching container,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Size of containertokens_dob is <*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Putting shuffle token in serviceData,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_<*> for container container_<*> taskAttempt attempt_<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Launching attempt_<*>,Hadoop
,INFO,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Opening proxy : <*>:<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Shuffle port returned by ContainerManager for attempt_<*> : <*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,TaskAttempt: [attempt_<*>] using containerId: [container_<*>_<*>_<*>_<*> on NM: [<*>:<*>],Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,ATTEMPT_START task_<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_<*> Task Transitioned from SCHEDULED to RUNNING,Hadoop
,INFO,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job_<*> (auth:SIMPLE),Hadoop
,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm_<*> asked for a task,Hadoop
,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID: jvm_<*> given task: <*>_<*>,Hadoop
,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_<*> is : <*>.<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Cannot assign container Container: [ContainerId: container_<*>, NodeId: <*>:<*>, NodeHttpAddress: <*>:<*>, Resource: <memory:<*>, vCores:<*>>, Priority: <*>, Token: Token { kind: ContainerToken, service: <*>:<*> }, ] for a map as either  container memory less than required <memory:<*>, vCores:<*>> or no pending map tasks - maps.isEmpty=true",Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Received completed container container_<*>,Hadoop
,ERROR,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Container complete event for unknown container id container_<*>,Hadoop
,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Done acknowledgement from attempt_<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_<*> TaskAttempt Transitioned from RUNNING to SUCCESS_CONTAINER_CLEANUP,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,KILLING attempt_<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_<*> TaskAttempt Transitioned from SUCCESS_CONTAINER_CLEANUP to SUCCEEDED,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Task succeeded with attempt attempt_<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,task_<*> Task Transitioned from RUNNING to SUCCEEDED,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Num completed Tasks: <*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold reached. Scheduling reduces.,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,All maps assigned. Ramping up all remaining reduces:<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,DefaultSpeculator.addSpeculativeAttempt -- we are speculating task_<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,We launched <*> speculations.  Sleeping <*> milliseconds.,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Scheduling a redundant attempt for task task_<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Diagnostics report from attempt_<*>: Container killed by the ApplicationMaster.,Hadoop
,WARN,org.apache.hadoop.ipc.Client,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,Hadoop
,WARN,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_<*>_<*>] for <*> seconds.  Will retry shortly ...,Hadoop
,WARN,org.apache.hadoop.hdfs.DFSClient,"Slow ReadProcessor read fields took <*>ms (threshold=<*>ms); ack: seqno: <*> status: SUCCESS status: ERROR downstreamAckTimeNanos: <*>, targets: [<*>:<*>, <*>:<*>]",Hadoop
,WARN,org.apache.hadoop.hdfs.DFSClient,DFSOutputStream ResponseProcessor exception  for block BP-<*>:blk_<*>,Hadoop
,WARN,org.apache.hadoop.hdfs.DFSClient,"Error Recovery for block BP-<*>:blk_<*> in pipeline <*>:<*>, <*>:<*>: bad datanode <*>:<*>",Hadoop
,WARN,org.apache.hadoop.hdfs.DFSClient,DataStreamer Exception,Hadoop
,ERROR,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,Hadoop
,INFO,org.apache.hadoop.ipc.Client,"Retrying connect to server: <*>:<*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)",Hadoop
,FATAL,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Task: attempt_<*> - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-<*>/<*> to <*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,Hadoop
,INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Diagnostics report from attempt_<*>: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-<*>/<*> to <*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_<*> TaskAttempt Transitioned from RUNNING to FAIL_CONTAINER_CLEANUP,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_<*> TaskAttempt Transitioned from FAIL_CONTAINER_CLEANUP to FAIL_TASK_CLEANUP,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Processing the event EventType: TASK_ABORT,Hadoop
,WARN,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Task cleanup failed for attempt attempt_<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_<*> TaskAttempt Transitioned from FAIL_TASK_CLEANUP to FAILED,Hadoop
,ERROR,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@<*>,Hadoop
,ERROR,org.apache.hadoop.yarn.YarnUncaughtExceptionHandler,"Thread Thread[eventHandlingThread,<*>,main] threw an Exception.",Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,<*> failures on node MININT-<*>,Hadoop
,INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Added attempt_<*> to list of failed maps,Hadoop
,INFO,dfs.DataNode$PacketResponder,PacketResponder <*> for block blk_<*> terminating,HDFS
,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
,INFO,dfs.DataNode$PacketResponder,Received block blk_<*> of size <*> from /<*>,HDFS
,INFO,dfs.DataNode$DataXceiver,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS
,INFO,dfs.DataBlockScanner,Verification succeeded for blk_<*>,HDFS
,INFO,dfs.FSDataset,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
,INFO,dfs.DataNode$DataXceiver,<*>:<*> Served block blk_<*> to /<*>,HDFS
,WARN,dfs.DataNode$DataXceiver,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HDFS
,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
,INFO,dfs.DataNode,<*>:<*> Starting thread to transfer block blk_<*> to <*>:<*>,HDFS
,INFO,dfs.FSNamesystem,BLOCK* ask <*>:<*> to delete  blk_<*>,HDFS
,INFO,dfs.DataNode$DataXceiver,Received block blk_<*> src: /<*>:<*> dest: /<*>:<*> of size <*>,HDFS
,INFO,dfs.FSNamesystem,BLOCK* ask <*>:<*> to replicate blk_<*> to datanode(s) <*>:<*>,HDFS
,combo,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,Linux
,combo,sshd(pam_unix),check pass; user unknown,Linux
,combo,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,Linux
,combo,su(pam_unix),session opened for user <*> by (uid=<*>),Linux
,combo,su(pam_unix),session closed for user <*>,Linux
,combo,logrotate,ALERT exited abnormally with [1],Linux
,combo,ftpd,connection from <*> (<*>) at <*>:<*>:<*>,Linux
,combo,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=guest,Linux
,combo,ftpd,User unknown timed out after <*> seconds at <*>:<*>:<*> <*>,Linux
,combo,cups,cupsd shutdown succeeded,Linux
,combo,cups,cupsd startup succeeded,Linux
,combo,syslogd 1.4.1,restart.,Linux
,combo,snmpd,Received SNMP packet(s) from <*>,Linux
,combo,klogind,Authentication failed from <*> (<*>): Permission denied in replay cache code,Linux
,combo,klogind,Kerberos authentication failed,Linux
,combo,klogind,Authentication failed from <*> (<*>): Software caused connection abort,Linux
,combo,gpm,*** info [mice.c(<*>)]:,Linux
,combo,gpm,imps2: Auto-detected intellimouse PS/<*>,Linux
,combo,login(pam_unix),session opened for user <*> by LOGIN(uid=<*>),Linux
,combo,-- root,ROOT LOGIN ON tty2,Linux
,combo,udev,removing device node '/udev/<*>',Linux
,combo,udev,creating device node '/udev/<*>',Linux
,combo,sshd(pam_unix),authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=test,Linux
,combo,gdm(pam_unix),authentication failure; logname= uid=0 euid=0 tty=:0 ruser= rhost=,Linux
,combo,gdm-binary,Couldn't authenticate user,Linux
,combo,ftpd,"ANONYMOUS FTP LOGIN FROM <*>,  (anonymous)",Linux
,combo,named,notify question section contains no SOA,Linux
,combo,ftpd,getpeername (ftpd): Transport endpoint is not connected,Linux
,combo,xinetd,warning: can't get client address: Connection reset by peer,Linux
,combo,syslog,syslogd startup succeeded,Linux
,combo,kernel,"klogd <*>.<*>.<*>, log source = /proc/kmsg started.",Linux
,combo,kernel,Linux version <*>.<*>.<*><*>.<*> (bhcompile@bugs.build.redhat.com) (gcc version <*>.<*>.<*> (Red Hat Linux <*>.<*>.<*><*>)) #<*> <*>:<*>:<*> EDT <*>,Linux
,combo,kernel,BIOS-provided physical RAM map:,Linux
,combo,kernel,BIOS-e820: <*> - <*> (usable),Linux
,combo,kernel,BIOS-e820: <*> - <*> (reserved),Linux
,combo,kernel,<*> HIGHMEM available.,Linux
,combo,kernel,<*> LOWMEM available.,Linux
,combo,kernel,zapping low mappings.,Linux
,combo,syslog,klogd startup succeeded,Linux
,combo,kernel,On node <*> totalpages: <*>,Linux
,combo,kernel,"DMA zone: <*> pages, LIFO batch:<*>",Linux
,combo,kernel,"Normal zone: <*> pages, LIFO batch:<*>",Linux
,combo,irqbalance,irqbalance startup succeeded,Linux
,combo,kernel,"HighMem zone: <*> pages, LIFO batch:<*>",Linux
,combo,kernel,DMI <*>.<*> present.,Linux
,combo,kernel,ACPI disabled because your bios is from <*> and too old,Linux
,combo,kernel,You can enable it with acpi=force,Linux
,combo,kernel,Built <*> zonelists,Linux
,combo,kernel,Kernel command line: ro root=LABEL=/ rhgb quiet,Linux
,combo,kernel,mapped 4G/4G trampoline to <*>.,Linux
,combo,kernel,Initializing CPU#<*>,Linux
,combo,kernel,"CPU <*> irqstacks, hard=<*> soft=<*>",Linux
,combo,portmap,portmap startup succeeded,Linux
,combo,kernel,PID hash table entries: 512 (order <*>: <*> bytes),Linux
,combo,kernel,Detected <*>.<*> MHz processor.,Linux
,combo,rpc.statd,Version <*>.<*>.<*> Starting,Linux
,combo,kernel,Using tsc for high-res timesource,Linux
,combo,nfslock,rpc.statd startup succeeded,Linux
,combo,kernel,Console: colour VGA+ <*>,Linux
,combo,kernel,"Memory: <*> available (<*> kernel code, <*> reserved, <*> data, <*> init, <*> highmem)",Linux
,combo,kernel,Calibrating delay loop... <*>.<*> BogoMIPS,Linux
,combo,kernel,Security Scaffold v<*>.<*>.<*> initialized,Linux
,combo,kernel,SELinux:  Initializing.,Linux
,combo,kernel,SELinux:  Starting in permissive mode,Linux
,combo,kernel,"There is already a security framework initialized, register_security failed.",Linux
,combo,kernel,Failure registering capabilities with the kernel,Linux
,combo,kernel,selinux_register_security:  Registering secondary module capability,Linux
,combo,kernel,Capability LSM initialized,Linux
,combo,rpcidmapd,rpc.idmapd startup succeeded,Linux
,combo,kernel,"Dentry cache hash table entries: <*> (order: <*>, <*> bytes)",Linux
,combo,kernel,"Inode-cache hash table entries: <*> (order: <*>, <*> bytes)",Linux
,combo,kernel,"Mount-cache hash table entries: <*> (order: <*>, <*> bytes)",Linux
,combo,kernel,"CPU: L1 I cache: <*>, L1 D cache: <*>",Linux
,combo,kernel,CPU: L2 cache: <*>,Linux
,combo,kernel,Intel machine check architecture supported.,Linux
,combo,kernel,Intel machine check reporting enabled on CPU#<*>.,Linux
,combo,kernel,CPU: Intel Pentium III (Coppermine) stepping <*>,Linux
,combo,kernel,Enabling fast FPU save and restore... done.,Linux
,combo,kernel,Enabling unmasked SIMD FPU exception support... done.,Linux
,combo,kernel,Checking 'hlt' instruction... OK.,Linux
,combo,random,Initializing random number generator:  succeeded,Linux
,combo,kernel,POSIX conformance testing by UNIFIX,Linux
,combo,kernel,NET: Registered protocol family <*>,Linux
,combo,kernel,"PCI: PCI BIOS revision <*>.<*> entry at <*>, last bus=<*>",Linux
,combo,kernel,PCI: Using configuration type <*>,Linux
,combo,kernel,mtrr: v<*>.<*> (<*>),Linux
,combo,kernel,ACPI: Subsystem revision <*>,Linux
,combo,kernel,ACPI: Interpreter disabled.,Linux
,combo,kernel,Linux Plug and Play Support v<*>.<*> (c) Adam Belay,Linux
,combo,rc,Starting pcmcia:  succeeded,Linux
,combo,kernel,usbcore: registered new driver usbfs,Linux
,combo,kernel,usbcore: registered new driver hub,Linux
,combo,kernel,ACPI: ACPI tables contain no PCI IRQ routing entries,Linux
,combo,kernel,PCI: Invalid ACPI-PCI IRQ routing table,Linux
,combo,kernel,PCI: Probing PCI hardware,Linux
,combo,kernel,PCI: Probing PCI hardware (bus <*>),Linux
,combo,kernel,Transparent bridge - <*>,Linux
,combo,kernel,PCI: Using IRQ router PIIX/ICH [<*>/<*>] at <*>,Linux
,combo,kernel,apm: BIOS version <*>.<*> Flags <*> (Driver version <*>),Linux
,combo,kernel,audit: initializing netlink socket (disabled),Linux
,combo,sysctl,kernel.core_uses_pid = <*>,Linux
,combo,hcid,HCI daemon ver <*>.<*> started,Linux
,combo,bluetooth,hcid startup succeeded,Linux
,combo,kernel,audit(<*>.<*>:<*>): initialized,Linux
,combo,network,Setting network parameters:  succeeded,Linux
,combo,bluetooth,sdpd startup succeeded,Linux
,combo,sdpd,sdpd v<*>.<*> started,Linux
,combo,kernel,"Total HugeTLB memory allocated, <*>",Linux
,combo,network,Bringing up loopback interface:  succeeded,Linux
,combo,kernel,VFS: Disk quotas dquot_<*>.<*>.<*>,Linux
,combo,kernel,"Dquot-cache hash table entries: <*> (order <*>, <*> bytes)",Linux
,combo,kernel,SELinux:  Registering netfilter hooks,Linux
,combo,kernel,Initializing Cryptographic API,Linux
,combo,kernel,pci_hotplug: PCI Hot Plug PCI Core version: <*>.<*>,Linux
,combo,kernel,isapnp: Scanning for PnP cards...,Linux
,combo,kernel,isapnp: No Plug & Play device found,Linux
,combo,kernel,Real Time Clock Driver v<*>.<*>,Linux
,combo,kernel,Linux agpgart interface v<*>.<*> (c) Dave Jones,Linux
,INFO,nova.osapi_compute.wsgi.server,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
,INFO,nova.compute.manager,[instance: <*>] VM Started (Lifecycle Event),OpenStack
,INFO,nova.compute.manager,[instance: <*>] VM Paused (Lifecycle Event),OpenStack
,INFO,nova.compute.manager,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.,OpenStack
,INFO,nova.virt.libvirt.imagecache,image <*> at (<*>): checking,OpenStack
,INFO,nova.virt.libvirt.imagecache,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage",OpenStack
,INFO,nova.virt.libvirt.imagecache,Active base files: <*>,OpenStack
,INFO,nova.api.openstack.compute.server_external_events,Creating event network-vif-plugged:<*>-<*>-<*>-<*>-<*> for instance <*>,OpenStack
,INFO,nova.osapi_compute.wsgi.server,"<*> ""POST <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
,INFO,nova.compute.manager,[instance: <*>] VM Resumed (Lifecycle Event),OpenStack
,INFO,nova.virt.libvirt.driver,[instance: <*>] Instance spawned successfully.,OpenStack
,INFO,nova.compute.manager,[instance: <*>] Took <*>.<*> seconds to spawn the instance on the hypervisor.,OpenStack
,INFO,nova.compute.manager,[instance: <*>] Took <*>.<*> seconds to build instance.,OpenStack
,INFO,nova.compute.resource_tracker,Auditing locally available compute resources for node <*>,OpenStack
,INFO,nova.compute.resource_tracker,"Total usable vcpus: <*>, total allocated vcpus: <*>",OpenStack
,INFO,nova.compute.resource_tracker,Final resource view: name=<*> phys_ram=<*> used_ram=<*> phys_disk=<*> used_disk=<*> total_vcpus=<*> used_vcpus=<*> pci_stats=[],OpenStack
,INFO,nova.compute.resource_tracker,Compute_service record updated for <*>,OpenStack
,INFO,nova.osapi_compute.wsgi.server,"<*> ""DELETE <*>"" status: <*> len: <*> time: <*>.<*>",OpenStack
,INFO,nova.compute.manager,[instance: <*>] Terminating instance,OpenStack
,INFO,nova.virt.libvirt.driver,[instance: <*>] Instance destroyed successfully.,OpenStack
,INFO,nova.virt.libvirt.driver,[instance: <*>] Deleting instance files <*>,OpenStack
,INFO,nova.virt.libvirt.driver,[instance: <*>] Deletion of <*> complete,OpenStack
,INFO,nova.compute.manager,[instance: <*>] Took <*>.<*> seconds to destroy the instance on the hypervisor.,OpenStack
,INFO,nova.compute.manager,[instance: <*>] Took <*>.<*> seconds to deallocate network for instance.,OpenStack
,WARNING,nova.virt.libvirt.imagecache,Unknown base file: <*>,OpenStack
,INFO,nova.virt.libvirt.imagecache,Removable base files: <*>,OpenStack
,INFO,nova.virt.libvirt.imagecache,Removing base or swap file: <*>,OpenStack
,INFO,nova.api.openstack.wsgi,HTTP exception thrown: No instances found for any event,OpenStack
